 Income ($) , Monthly Award ,,,,,,, Income ($) ,,,,,,
 From  ,1,2,3,4,5,6,, From  ,1,2,3,4,5,6
" $133,000.00 "," $1,170.00 "," $1,875.00 "," $2,439.00 "," $2,901.00 "," $3,285.00 "," $3,611.00 ",," $133,000.00 ",0.82%,1.20%,1.60%,1.84%,2.08%,2.32%
" $134,000.00 "," $1,178.00 "," $1,887.00 "," $2,455.00 "," $2,919.00 "," $3,306.00 "," $3,634.00 ",," $134,000.00 ",0.74%,1.18%,1.52%,1.88%,2.08%,2.32%
" $135,000.00 "," $1,185.00 "," $1,899.00 "," $2,470.00 "," $2,938.00 "," $3,327.00 "," $3,657.00 ",," $135,000.00 ",0.76%,1.26%,1.56%,1.82%,2.08%,2.34%
" $136,000.00 "," $1,193.00 "," $1,912.00 "," $2,486.00 "," $2,956.00 "," $3,348.00 "," $3,680.00 ",," $136,000.00 ",0.76%,1.24%,1.58%,1.86%,2.08%,2.34%
" $137,000.00 "," $1,201.00 "," $1,924.00 "," $2,502.00 "," $2,975.00 "," $3,369.00 "," $3,703.00 ",," $137,000.00 ",0.78%,1.22%,1.60%,1.90%,2.08%,2.34%
" $138,000.00 "," $1,209.00 "," $1,936.00 "," $2,518.00 "," $2,994.00 "," $3,390.00 "," $3,726.00 ",," $138,000.00 ",0.80%,1.20%,1.54%,1.84%,2.10%,2.34%
" $139,000.00 "," $1,217.00 "," $1,948.00 "," $2,533.00 "," $3,012.00 "," $3,411.00 "," $3,749.00 ",," $139,000.00 ",0.82%,1.18%,1.56%,1.90%,2.10%,2.34%
" $140,000.00 "," $1,225.00 "," $1,960.00 "," $2,549.00 "," $3,031.00 "," $3,432.00 "," $3,772.00 ",," $140,000.00 ",0.72%,1.16%,1.50%,1.84%,2.00%,2.34%
" $141,000.00 "," $1,232.00 "," $1,972.00 "," $2,564.00 "," $3,049.00 "," $3,452.00 "," $3,794.00 ",," $141,000.00 ",0.76%,1.16%,1.46%,1.74%,1.98%,2.22%
" $142,000.00 "," $1,240.00 "," $1,984.00 "," $2,579.00 "," $3,066.00 "," $3,472.00 "," $3,816.00 ",," $142,000.00 ",0.72%,1.10%,1.48%,1.78%,1.98%,2.14%
" $143,000.00 "," $1,247.00 "," $1,995.00 "," $2,594.00 "," $3,084.00 "," $3,492.00 "," $3,837.00 ",," $143,000.00 ",0.78%,1.16%,1.50%,1.72%,2.00%,2.16%
" $144,000.00 "," $1,255.00 "," $2,007.00 "," $2,609.00 "," $3,101.00 "," $3,512.00 "," $3,859.00 ",," $144,000.00 ",0.74%,1.20%,1.50%,1.76%,2.02%,2.20%
" $145,000.00 "," $1,262.00 "," $2,019.00 "," $2,624.00 "," $3,119.00 "," $3,532.00 "," $3,881.00 ",," $145,000.00 ",0.78%,1.14%,1.52%,1.80%,2.04%,2.22%
" $146,000.00 "," $1,270.00 "," $2,030.00 "," $2,639.00 "," $3,137.00 "," $3,552.00 "," $3,903.00 ",," $146,000.00 ",0.74%,1.18%,1.52%,1.74%,1.94%,2.14%
" $147,000.00 "," $1,277.00 "," $2,042.00 "," $2,654.00 "," $3,154.00 "," $3,571.00 "," $3,924.00 ",," $147,000.00 ",0.70%,1.12%,1.54%,1.78%,1.96%,2.16%
" $148,000.00 "," $1,284.00 "," $2,053.00 "," $2,669.00 "," $3,172.00 "," $3,591.00 "," $3,946.00 ",," $148,000.00 ",0.76%,1.16%,1.44%,1.72%,1.98%,2.18%
" $149,000.00 "," $1,292.00 "," $2,065.00 "," $2,683.00 "," $3,189.00 "," $3,611.00 "," $3,968.00 ",," $149,000.00 ",0.72%,1.20%,1.46%,1.76%,2.00%,2.22%
